unit,Term,Adjusted P-value,Overlap,overlap_ratio,Odds Ratio,Combined Score,Genes,n_high,fraction_high
346,Positive Regulation of Macrophage Differentiation (GO:0045651),8.073573750095829e-05,4/11,0.36363636363636365,57.70553935860058,733.2413213987782,CASP8;CSF1;LIF;PF4,4062,0.050002461962676645
346,Positive Regulation of Interleukin-1 Production (GO:0032732),8.073573750095829e-05,7/63,0.1111111111111111,12.787564766839376,162.19489427978257,CASP8;STAT3;HSPB1;IL16;LGALS9;AZU1;JAK2,4062,0.050002461962676645
346,Positive Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050731),8.073573750095829e-05,7/63,0.1111111111111111,12.787564766839376,162.19489427978257,FGF7;IL15;LIF;NRG1;JAK2;EFNA5;VEGFA,4062,0.050002461962676645
346,Type I Interferon-Mediated Signaling Pathway (GO:0060337),9.16882315703746e-05,6/42,0.14285714285714285,16.97938144329897,212.80352569829228,HDAC4;IFITM1;IFI27;IFNB1;STAT1;TYK2,4062,0.050002461962676645
346,Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050730),9.98686019798752e-05,6/43,0.13953488372093023,16.5196433546949,204.6962509645269,FGF7;EPHA7;IL15;LIF;EFNA5;VEGFA,4062,0.050002461962676645
346,Cellular Response to Type I Interferon (GO:0071357),9.98686019798752e-05,6/43,0.13953488372093023,16.5196433546949,204.6962509645269,HDAC4;IFITM1;IFI27;IFNB1;STAT1;TYK2,4062,0.050002461962676645
346,Neutrophil Chemotaxis (GO:0030593),9.98686019798752e-05,6/43,0.13953488372093023,16.5196433546949,204.6962509645269,LGALS3;SYK;PTGES2;PPBP;S100A8;PF4,4062,0.050002461962676645
346,T-helper Cell Lineage Commitment (GO:0002295),0.00010608157871208643,4/12,0.3333333333333333,50.48979591836735,621.4783262572987,TBX21;STAT3;IL6ST;IL6R,4062,0.050002461962676645
346,Positive Regulation of miRNA Transcription (GO:1902895),0.00016298471136313249,6/47,0.1276595744680851,14.904953482524515,176.74686266062798,SREBF1;JUN;MYC;STAT3;FOS;AREG,4062,0.050002461962676645
346,Positive Regulation of Osteoblast Differentiation (GO:0045669),0.0001828038159055781,6/48,0.125,14.549337260677468,170.70788117651412,FZD1;IFITM1;IL6ST;IL6R;ACVR2A;DDR2,4062,0.050002461962676645
346,Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010),0.00020687924211153943,5/29,0.1724137931034483,21.128205128205128,244.79950290336265,SRC;HSPB1;MAPK14;PGF;VEGFA,4062,0.050002461962676645
346,Interleukin-23-Mediated Signaling Pathway (GO:0038155),0.00021017596333127635,3/5,0.6,150.746192893401,1740.0227480112785,STAT3;TYK2;JAK2,4062,0.050002461962676645
346,Neutrophil Migration (GO:1990266),0.00021912449433830853,6/50,0.12,13.88659793814433,159.57344828850043,LGALS3;SYK;PTGES2;PPBP;S100A8;PF4,4062,0.050002461962676645
346,Negative Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900016),0.00023483547244102147,5/30,0.16666666666666666,20.28205128205128,231.46246946256952,NFKBIA;STAT3;APOD;JAK2;PPARA,4062,0.050002461962676645
346,Regulation of Focal Adhesion Assembly (GO:0051893),0.00029163311436274065,6/53,0.11320754716981132,12.998245229216934,144.90663187900708,SRC;APOD;TEK;EFNA5;S100A10;VEGFA,4062,0.050002461962676645
346,Positive Regulation of miRNA Metabolic Process (GO:2000630),0.00029163311436274065,6/53,0.11320754716981132,12.998245229216934,144.90663187900708,SREBF1;JUN;MYC;STAT3;FOS;AREG,4062,0.050002461962676645
346,Regulation of Macrophage Derived Foam Cell Differentiation (GO:0010743),0.0003029715216507205,5/32,0.15625,18.77777777777778,208.10711759419505,NFKBIA;CSF1;ITGAV;PPARA;PF4,4062,0.050002461962676645
346,Response to Steroid Hormone (GO:0048545),0.0003029715216507205,5/32,0.15625,18.77777777777778,208.10711759419505,JUN;CAV1;AREG;HSPA1B;HSPA1A,4062,0.050002461962676645
346,Nuclear Receptor-Mediated Signaling Pathway (GO:0141193),0.0003029715216507205,5/32,0.15625,18.77777777777778,208.10711759419505,RXRA;NR1H4;RARA;PPARA;AREG,4062,0.050002461962676645
346,Regulation of Macrophage Differentiation (GO:0045649),0.00031108472324808863,4/16,0.25,33.6530612244898,371.4740483715657,CASP8;CSF1;LIF;PF4,4062,0.050002461962676645
346,Positive Regulation of Interleukin-12 Production (GO:0032735),0.0003418680646222759,5/33,0.15151515151515152,18.106227106227102,197.83659620108145,SYK;IL16;LGALS9;MAPK14;TLR2,4062,0.050002461962676645
346,Positive Regulation of Interleukin-1 Beta Production (GO:0032731),0.0003713682969220337,6/56,0.10714285714285714,12.216494845360824,132.26100624841683,CASP8;STAT3;HSPB1;LGALS9;AZU1;JAK2,4062,0.050002461962676645
346,Negative Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002862),0.0003832744838727221,4/17,0.23529411764705882,31.06279434850864,334.7923648041761,SYK;SRC;MAPK14;HLA-DRB1,4062,0.050002461962676645
346,Peptidyl-Tyrosine Phosphorylation (GO:0018108),0.0004439526640678744,6/58,0.10344827586206896,11.745440126883423,124.76695832755246,DDR1;SYK;IL15;SRC;JAK2;DDR2,4062,0.050002461962676645
346,Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002861),0.000476910179640988,4/18,0.2222222222222222,28.84256559766764,303.8404891137544,SYK;SRC;MAPK14;HLA-DRB1,4062,0.050002461962676645
346,Cellular Response to Heat (GO:0034605),0.0004955083409231894,5/36,0.1388888888888889,16.351530190239867,171.49530707153963,HSP90AA1;HSP90AB1;BAG3;HSPA1B;HSPA1A,4062,0.050002461962676645
213,Peptidyl-Tyrosine Phosphorylation (GO:0018108),1.2050717810090662e-10,12/58,0.20689655172413793,27.41073080481036,780.6632374979766,PDGFRB;HCK;FLT1;IL15;FES;ERBB2;KDR;ABL2;FYN;JAK2;EGFR;IGF1R,4062,0.050002461962676645
213,Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),3.3878392780942804e-08,13/121,0.10743801652892562,12.675579322638146,279.86718007082584,PDGFRB;FLT1;LIFR;ACVR2A;AHI1;HCK;ERBB3;AXL;ERBB2;KDR;FYN;IL6ST;JAK2,4062,0.050002461962676645
213,Regulation of T Cell Proliferation (GO:0042129),7.749060034508094e-08,11/83,0.13253012048192772,15.947089947089948,337.25274730743286,LGALS3;ANXA1;VCAM1;IL15;IL1B;LEP;TYK2;JAK2;IL6ST;FOXP3;IDO1,4062,0.050002461962676645
213,Peptidyl-Tyrosine Modification (GO:0018212),7.749060034508094e-08,9/46,0.1956521739130435,25.16867128909014,531.7309522424523,PDGFRB;HCK;FLT1;FES;ERBB2;KDR;ABL2;FYN;EGFR,4062,0.050002461962676645
213,Regulation of Interleukin-8 Production (GO:0032677),7.811271678031724e-07,10/83,0.12048192771084337,14.222782984859409,261.5745423882652,CD2;ANXA1;ANXA4;IL1B;LEP;TLR8;CD33;TLR3;HSPA1B;HSPA1A,4062,0.050002461962676645
213,Regulation of Type II Interferon Production (GO:0032649),1.2889827812744698e-06,10/88,0.11363636363636363,13.307692307692308,237.09325581468232,CD2;AXL;IL1B;TLR8;HLA-A;TYK2;JAK2;FOXP3;TLR3;IL12RB2,4062,0.050002461962676645
213,Interferon-Mediated Signaling Pathway (GO:0140888),4.168707667900226e-06,8/55,0.14545454545454545,17.511524822695037,288.3114928701292,HCK;IFNA1;IFI27;OAS2;STAT1;TYK2;JAK2;JAK1,4062,0.050002461962676645
213,Positive Regulation of Myeloid Cell Differentiation (GO:0045639),4.168707667900226e-06,7/37,0.1891891891891892,23.90155440414508,393.14107245044136,STAT1;FES;HIF1A;GLUL;ACVR2A;HSPA1B;HSPA1A,4062,0.050002461962676645
213,Positive Regulation of Lymphocyte Proliferation (GO:0050671),4.219886360951922e-06,9/77,0.11688311688311688,13.673236834000615,224.33895481846685,ANXA1;VCAM1;IL15;IL1B;LEP;CD38;TYK2;JAK2;IL6ST,4062,0.050002461962676645
213,Positive Regulation of Type II Interferon Production (GO:0032729),5.946876444443896e-06,8/58,0.13793103448275862,16.458333333333332,263.9246654545614,CD2;IL1B;TLR8;HLA-A;TYK2;JAK2;TLR3;IL12RB2,4062,0.050002461962676645
213,Response to UV-A (GO:0070141),6.112736194253973e-06,5/13,0.38461538461538464,63.43589743589744,1013.7704525458294,CCND1;MMP1;MMP3;TIMP1;EGFR,4062,0.050002461962676645
213,Regulation of Endothelial Cell Proliferation (GO:0001936),1.1048047424380708e-05,9/87,0.10344827586206896,11.914216673378975,182.7223689793875,ANGPT1;STAT1;TNFSF12;LEP;FGF18;KDR;AKT1;HIF1A;CCL26,4062,0.050002461962676645
213,Positive Regulation of Erythrocyte Differentiation (GO:0045648),1.1085748906457471e-05,6/27,0.2222222222222222,29.12960235640648,445.190090525153,STAT1;HIF1A;GLUL;ACVR2A;HSPA1B;HSPA1A,4062,0.050002461962676645
213,Positive Regulation of Alpha-Beta T Cell Proliferation (GO:0046641),1.2039074432719782e-05,5/15,0.3333333333333333,50.74358974358975,768.7656511195227,HLA-A;TYK2;JAK2;CD55;TGFBR2,4062,0.050002461962676645
213,Positive Regulation of T Cell Proliferation (GO:0042102),1.2039074432719782e-05,8/65,0.12307692307692308,14.432017543859647,218.3203584146422,ANXA1;VCAM1;IL15;IL1B;LEP;TYK2;JAK2;IL6ST,4062,0.050002461962676645
213,Positive Regulation of Blood Vessel Endothelial Cell Migration (GO:0043536),2.464043760786116e-05,7/50,0.14,16.664537896132064,238.06795841122283,ANXA1;ANGPT1;FGF18;KDR;HSPB1;AKT1;HIF1A,4062,0.050002461962676645
213,Mesoderm Formation (GO:0001707),4.8560907195240177e-05,5/20,0.25,33.82051282051282,458.2410056420293,SMAD2;ITGA3;ITGB4;ITGA2;SNAI1,4062,0.050002461962676645
213,Regulation of Blood Vessel Endothelial Cell Migration (GO:0043535),5.489122248608639e-05,7/57,0.12280701754385964,14.32642487046632,191.56735099815583,ANGPT1;FGF18;KDR;HSPB1;AKT1;PPARG;HIF1A,4062,0.050002461962676645
213,Type II Interferon-Mediated Signaling Pathway (GO:0060333),6.44708075231225e-05,4/10,0.4,67.3265306122449,885.3932781130271,STAT1;TYK2;JAK2;JAK1,4062,0.050002461962676645
213,Regulation of Erythrocyte Differentiation (GO:0045646),6.44708075231225e-05,6/38,0.15789473684210525,19.105670103092784,251.0820739334879,STAT1;HIF1A;GLUL;ACVR2A;HSPA1B;HSPA1A,4062,0.050002461962676645
213,Positive Regulation of Interleukin-8 Production (GO:0032757),9.863056953522087e-05,7/63,0.1111111111111111,12.787564766839376,162.19489427978257,CD2;IL1B;LEP;TLR8;TLR3;HSPA1B;HSPA1A,4062,0.050002461962676645
213,Type I Interferon-Mediated Signaling Pathway (GO:0060337),0.00011285729214102792,6/42,0.14285714285714285,16.97938144329897,212.80352569829228,IFNA1;IFI27;STAT1;OAS2;TYK2;JAK1,4062,0.050002461962676645
213,Cellular Response to Virus (GO:0098586),0.0001182190922447184,7/65,0.1076923076923077,12.345363587636234,153.9576885075937,IFIH1;HSP90AA1;IFNA1;TYK2;JAK2;HIF1A;JAK1,4062,0.050002461962676645
213,Cellular Response to Type I Interferon (GO:0071357),0.000124160815026067,6/43,0.13953488372093023,16.5196433546949,204.6962509645269,IFNA1;IFI27;STAT1;OAS2;TYK2;JAK1,4062,0.050002461962676645
213,T-helper Cell Lineage Commitment (GO:0002295),0.00013277192371122308,4/12,0.3333333333333333,50.48979591836735,621.4783262572987,IRF4;TBX21;IL6ST;JAK1,4062,0.050002461962676645
213,Positive Regulation of miRNA Transcription (GO:1902895),0.00019663926934941584,6/47,0.1276595744680851,14.904953482524515,176.74686266062798,SREBF1;JUN;PPARG;FOS;HIF1A;EGFR,4062,0.050002461962676645
213,Regulation of Protein Modification by Small Protein Conjugation or Removal (GO:1903320),0.00020659163404659648,5/28,0.17857142857142858,22.0479375696767,259.44921421372527,HSP90AA1;CTNNB1;HIF1A;HSPA1B;HSPA1A,4062,0.050002461962676645
213,Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),0.00023530070294936384,6/49,0.12244897959183673,14.210261328218651,164.99131524160097,ERBB3;ERBB2;AKT1;ABL2;CTNNB1;EGFR,4062,0.050002461962676645
213,Positive Regulation of Smooth Muscle Cell Proliferation (GO:0048661),0.00023530070294936384,6/49,0.12244897959183673,14.210261328218651,164.99131524160097,PDGFRB;JUN;FGF9;HDAC1;STAT1;AKT1,4062,0.050002461962676645
213,Positive Regulation of miRNA Metabolic Process (GO:2000630),0.0003594939843871384,6/53,0.11320754716981132,12.998245229216934,144.90663187900708,SREBF1;JUN;PPARG;FOS;HIF1A;EGFR,4062,0.050002461962676645
213,Regulation of Smooth Muscle Cell Proliferation (GO:0048660),0.00039131837056067046,6/54,0.1111111111111111,12.72680412371134,140.48713948343524,PDGFRB;HDAC1;STAT1;AKT1;CTNNB1;PPARG,4062,0.050002461962676645
213,T Cell Homeostasis (GO:0043029),0.00039131837056067046,4/16,0.25,33.6530612244898,371.4740483715657,LGALS3;FASN;AKT1;FOXP3,4062,0.050002461962676645
213,Cell Surface Receptor Signaling Pathway via STAT (GO:0097696),0.0004301488584696046,6/55,0.10909090909090909,12.466442247001892,136.27645857990532,STAT1;LEP;TYK2;JAK2;IL6ST;JAK1,4062,0.050002461962676645
213,Interleukin-27-Mediated Signaling Pathway (GO:0070106),0.0004523749939495045,3/6,0.5,100.49238578680205,1091.0444080855816,OAS2;STAT1;MX1,4062,0.050002461962676645
419,Interferon-Mediated Signaling Pathway (GO:0140888),7.420145952715597e-11,12/55,0.21818181818181817,29.327560613557644,855.2920970079202,IFITM3;IFNAR2;HCK;IFITM1;IFI27;IFNG;OAS1;IFNGR1;IFNB1;STAT1;TYK2;JAK2,4062,0.050002461962676645
419,Response to Cytokine (GO:0034097),3.6728787306977707e-10,15/123,0.12195121951219512,14.783783783783784,401.5068286335162,IFITM3;IFNAR2;SERPINA3;IFITM1;IL1R1;STAT1;MX1;LIFR;TNFRSF11A;CXCL16;BST2;LAMP3;TIMP1;IL6ST;JAK2,4062,0.050002461962676645
419,Peptidyl-Tyrosine Phosphorylation (GO:0018108),1.9683820786873507e-09,11/58,0.1896551724137931,24.46054260947878,616.212284858616,DDR1;PDGFRB;PDGFRA;HCK;ERBB2;ABL2;PTK6;JAK2;EGFR;PTK2;FGFR1,4062,0.050002461962676645
419,Response to Interferon-Beta (GO:0035456),3.776544496817995e-08,8/29,0.27586206896551724,39.24404761904762,859.036683068409,IFITM3;IFNAR2;BST2;IFITM1;OAS1;IFNB1;STAT1;CALM1,4062,0.050002461962676645
419,Cellular Response to Lipopolysaccharide (GO:0071222),4.446279832690715e-08,13/125,0.104,12.220397249809016,264.80608315630144,CXCL6;CXCL9;GSTP1;MMP3;HMGB2;IL18;PPBP;NFKB1;CXCL5;HCK;CTSG;JAK2;B2M,4062,0.050002461962676645
419,Cellular Response to Type II Interferon (GO:0071346),8.03935811522041e-08,9/47,0.19148936170212766,24.50509782309176,512.7141737733722,HCK;IFNG;IFNGR1;STAT1;CCL5;CD58;TYK2;JAK2;CALM1,4062,0.050002461962676645
419,Extrinsic Apoptotic Signaling Pathway (GO:0097191),1.2561600422087598e-07,10/68,0.14705882352941177,17.91470054446461,365.19992253654686,SMAD4;IFI27;IFNG;BAG3;CD70;ITGAV;TNFRSF10A;CFLAR;INHBA;JAK2,4062,0.050002461962676645
419,Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237),2.042774977275829e-07,10/72,0.1388888888888889,16.755517826825127,331.8944867164616,LGALS3;GDNF;GSTP1;FGG;AKT1;ITGAV;BRCA1;CFLAR;AREG;THBS1,4062,0.050002461962676645
419,Positive Regulation of miRNA Metabolic Process (GO:2000630),2.042774977275829e-07,9/53,0.16981132075471697,21.157068062827225,418.8067602545073,SREBF1;NOTCH3;JUN;PPARG;FOS;FGF13;AREG;EGFR;NFKB1,4062,0.050002461962676645
419,Regulation of Smooth Muscle Cell Proliferation (GO:0048660),2.2153731500035082e-07,9/54,0.16666666666666666,20.68586387434555,405.8859583398362,PDGFRB;IFNG;STAT1;CCL5;IL18;AKT1;CTNNB1;PPARG;THBS1,4062,0.050002461962676645
419,Type I Interferon-Mediated Signaling Pathway (GO:0060337),5.265612959373095e-07,8/42,0.19047619047619047,24.223039215686278,452.64739011158383,IFITM3;IFNAR2;IFITM1;IFI27;OAS1;IFNB1;STAT1;TYK2,4062,0.050002461962676645
419,Cellular Response to Type I Interferon (GO:0071357),6.207194563268797e-07,8/43,0.18604651162790697,23.529761904761905,435.0499090286752,IFITM3;IFNAR2;IFITM1;IFI27;OAS1;IFNB1;STAT1;TYK2,4062,0.050002461962676645
419,Peptidyl-Tyrosine Modification (GO:0018212),9.690429261483746e-07,8/46,0.17391304347826086,21.66885964912281,388.4690218387859,PDGFRB;PDGFRA;HCK;ERBB2;ABL2;EGFR;PTK2;FGFR1,4062,0.050002461962676645
419,Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001236),9.690429261483746e-07,9/65,0.13846153846153847,16.613313388182497,297.7530303415938,LGALS3;CD40LG;TNFRSF12A;GSTP1;ITGAV;CFLAR;LTBR;AREG;THBS1,4062,0.050002461962676645
419,Regulation of Phosphorylation (GO:0042325),9.690429261483746e-07,9/65,0.13846153846153847,16.613313388182497,297.7530303415938,FZD7;NLRC5;HSPB1;INHBA;INHA;AREG;THBS1;EGFR;PTK2,4062,0.050002461962676645
419,Regulation of miRNA Transcription (GO:1902893),1.081527918585662e-06,9/66,0.13636363636363635,16.32102507577845,290.26230553359085,SREBF1;NOTCH3;JUN;PPARG;FOS;PPARA;FGF13;AREG;EGFR,4062,0.050002461962676645
419,Positive Regulation of miRNA Transcription (GO:1902895),1.0898623319947855e-06,8/47,0.1702127659574468,21.112179487179485,374.7303730596972,NOTCH3;SREBF1;JUN;PPARG;FOS;FGF13;AREG;EGFR,4062,0.050002461962676645
419,Response to Interferon-Alpha (GO:0035455),1.2161140996485764e-06,6/19,0.3157894736842105,47.07454401268834,828.8006483109033,IFITM3;IFNAR2;BST2;IFITM1;OAS1;LAMP3,4062,0.050002461962676645
419,Type II Interferon-Mediated Signaling Pathway (GO:0060333),1.2161140996485764e-06,5/10,0.5,101.51282051282053,1785.329817856251,IFNG;IFNGR1;STAT1;TYK2;JAK2,4062,0.050002461962676645
419,Positive Regulation of Smooth Muscle Cell Proliferation (GO:0048661),1.4212878900490895e-06,8/49,0.16326530612244897,20.08028455284553,349.5177192586028,PDGFRB;JUN;STAT1;CCL5;IL18;AKT1;FGF13;THBS1,4062,0.050002461962676645
419,Positive Regulation of Protein Serine/Threonine Kinase Activity (GO:0071902),2.716958586676729e-06,9/75,0.12,14.089005235602096,234.445014035586,PDGFRB;IFNG;ERBB2;FGF18;FGF13;THBS1;EGFR;EZH2;FGFR1,4062,0.050002461962676645
419,Cell Surface Receptor Signaling Pathway via STAT (GO:0097696),3.1699503064898566e-06,8/55,0.14545454545454545,17.511524822695037,288.3114928701292,IFNAR2;IFNG;IFNB1;STAT1;CCL5;TYK2;JAK2;IL6ST,4062,0.050002461962676645
419,ERBB Signaling Pathway (GO:0038127),4.566320783540581e-06,8/58,0.13793103448275862,16.458333333333332,263.9246654545614,ERBB2;AKT1;ABL2;CTNNB1;PTK6;AREG;EGFR;PTK2,4062,0.050002461962676645
419,Response to UV-A (GO:0070141),4.634877738985257e-06,5/13,0.38461538461538464,63.43589743589744,1013.7704525458294,CCND1;MMP1;MMP3;TIMP1;EGFR,4062,0.050002461962676645
419,Response to Type II Interferon (GO:0034341),5.646368302479399e-06,8/60,0.13333333333333333,15.823717948717947,249.44826809728173,IFITM3;BST2;IFITM1;STAT1;CCL5;CD58;CALM1;CXCL16,4062,0.050002461962676645
419,Granulocyte Chemotaxis (GO:0071621),8.611582261447385e-06,8/64,0.125,14.69047619047619,224.03413671771912,CXCL6;LGALS3;CXCL9;CCL21;CCL5;CXCR2;PPBP;CXCL5,4062,0.050002461962676645
419,Cellular Response to Virus (GO:0098586),9.406667936926528e-06,8/65,0.12307692307692308,14.432017543859647,218.3203584146422,IFNAR2;IFNG;OAS1;IFNGR1;IFNB1;CCL5;TYK2;JAK2,4062,0.050002461962676645
419,Positive Regulation of T Cell Proliferation (GO:0042102),9.406667936926528e-06,8/65,0.12307692307692308,14.432017543859647,218.3203584146422,CD40LG;CD70;CCL5;IL18;TNFSF9;TYK2;JAK2;IL6ST,4062,0.050002461962676645
419,Negative Regulation of Viral Process (GO:0048525),1.0099592324555372e-05,8/66,0.12121212121212122,14.182471264367816,212.8339025491534,IFITM3;BST2;IFITM1;OAS1;IFNB1;STAT1;CCL5;MX1,4062,0.050002461962676645
419,Positive Regulation of MAP Kinase Activity (GO:0043406),1.0099592324555372e-05,8/66,0.12121212121212122,14.182471264367816,212.8339025491534,PDGFRB;ERBB2;FGF18;TNFRSF11A;FGF13;THBS1;EZH2;FGFR1,4062,0.050002461962676645
419,Positive Regulation of Chemotaxis (GO:0050921),1.1328709701404568e-05,7/46,0.15217391304347827,18.377441211638104,273.3824888472053,PDGFRB;PDGFRA;CCL21;HSPB1;FGF13;THBS1;FGFR1,4062,0.050002461962676645
419,Cell Surface Receptor Signaling Pathway via JAK-STAT (GO:0007259),1.259927769955161e-05,7/47,0.14893617021276595,17.917098445595855,263.7963592880561,IFNAR2;IFNG;IFNB1;STAT1;PTK6;TYK2;JAK2,4062,0.050002461962676645
419,Negative Regulation of Viral Genome Replication (GO:0045071),1.4196101957745795e-05,7/48,0.14583333333333334,17.479211424238596,254.74171296424544,IFITM3;BST2;IFITM1;OAS1;IFNB1;CCL5;MX1,4062,0.050002461962676645
419,Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),1.618479192368185e-05,7/49,0.14285714285714285,17.06217616580311,246.1778312950879,ERBB2;AKT1;ABL2;CTNNB1;AREG;EGFR;PTK2,4062,0.050002461962676645
419,Regulation of MAP Kinase Activity (GO:0043405),1.964730957400077e-05,8/73,0.1095890410958904,12.650641025641026,179.84491143075044,PDGFRB;GSTP1;ERBB2;FGF18;FGF13;THBS1;EZH2;FGFR1,4062,0.050002461962676645
419,Regulation of Macrophage Derived Foam Cell Differentiation (GO:0010743),1.964730957400077e-05,6/32,0.1875,23.5218080888184,334.1469681320765,IL18;ITGAV;PPARG;APOB;PPARA;NFKB1,4062,0.050002461962676645
419,Positive Regulation of Homotypic Cell-Cell Adhesion (GO:0034112),2.0984708486433472e-05,5/18,0.2777777777777778,39.0276134122288,551.3039505508597,CCL5;CTNNB1;CTSG;IL6ST;JAK2,4062,0.050002461962676645
419,Regulation of Blood Vessel Endothelial Cell Migration (GO:0043535),4.283519495912201e-05,7/57,0.12280701754385964,14.32642487046632,191.56735099815583,FGF18;HSPB1;AKT1;PPARG;FGF13;THBS1;FGFR1,4062,0.050002461962676645
419,Cellular Response to Interferon-Beta (GO:0035458),5.837843232305845e-05,5/22,0.22727272727272727,29.838612368024133,388.9673545532963,IFNAR2;OAS1;IFNB1;STAT1;CALM1,4062,0.050002461962676645
419,Positive Regulation of Phosphate Metabolic Process (GO:0045937),7.12160006833567e-05,5/23,0.21739130434782608,28.17948717948718,360.6611683989916,IFNG;FZD7;AREG;THBS1;EGFR,4062,0.050002461962676645
419,Neutrophil Chemotaxis (GO:0030593),0.00010444453461099164,6/43,0.13953488372093023,16.5196433546949,204.6962509645269,CXCL6;LGALS3;CXCL9;CXCR2;PPBP;CXCL5,4062,0.050002461962676645
419,Regulation of Viral Genome Replication (GO:0045069),0.00010567931892524064,7/66,0.10606060606060606,12.135505400895758,150.08231117190402,IFITM3;BST2;IFITM1;OAS1;IFNB1;CCL5;MX1,4062,0.050002461962676645
419,Granulocyte Activation (GO:0036230),0.00015315263920153772,4/13,0.3076923076923077,44.87755102040816,536.2469711319385,CXCL6;CCL5;CXCR2;CTSG,4062,0.050002461962676645
419,Positive Regulation of NK T Cell Proliferation (GO:0051142),0.0002174431855380699,3/5,0.6,150.746192893401,1740.0227480112785,IL18;TYK2;JAK2,4062,0.050002461962676645
419,Neutrophil Migration (GO:1990266),0.0002240745091828304,6/50,0.12,13.88659793814433,159.57344828850043,CXCL6;LGALS3;CXCL9;CXCR2;PPBP;CXCL5,4062,0.050002461962676645
419,Positive Regulation of Blood Vessel Endothelial Cell Migration (GO:0043536),0.0002240745091828304,6/50,0.12,13.88659793814433,159.57344828850043,FGF18;HSPB1;AKT1;FGF13;THBS1;FGFR1,4062,0.050002461962676645
419,Myofibril Assembly (GO:0030239),0.0002492010999484605,6/51,0.11764705882352941,13.577319587628866,154.4327783623843,PDGFRB;PDGFRA;KRT19;TTR;TPM1;CFLAR,4062,0.050002461962676645
419,Positive Regulation of Alpha-Beta T Cell Proliferation (GO:0046641),0.00025815621649329145,4/15,0.26666666666666666,36.71428571428572,415.5389408534144,IL18;TYK2;JAK2;CD55,4062,0.050002461962676645
419,Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902041),0.00030871241659396456,5/32,0.15625,18.77777777777778,208.10711759419505,LGALS3;FGG;BRCA1;CFLAR;THBS1,4062,0.050002461962676645
419,Nuclear Receptor-Mediated Signaling Pathway (GO:0141193),0.00030871241659396456,5/32,0.15625,18.77777777777778,208.10711759419505,RXRA;NR1H4;PPARG;PPARA;AREG,4062,0.050002461962676645
419,Positive Regulation of Locomotion (GO:0040017),0.00030871241659396456,5/32,0.15625,18.77777777777778,208.10711759419505,PDGFRB;PDGFRA;CCL21;SPOCK2;THBS1,4062,0.050002461962676645
419,Detection of Muscle Stretch (GO:0035995),0.0003590421200500319,3/6,0.5,100.49238578680205,1091.0444080855816,TTR;CTNNB1;PTK2,4062,0.050002461962676645
419,Interleukin-27-Mediated Signaling Pathway (GO:0070106),0.0003590421200500319,3/6,0.5,100.49238578680205,1091.0444080855816,OAS1;STAT1;MX1,4062,0.050002461962676645
419,Negative Regulation of Lymphocyte Differentiation (GO:0045620),0.0003590421200500319,3/6,0.5,100.49238578680205,1091.0444080855816,IFNB1;INHBA;INHA,4062,0.050002461962676645
419,Regulation of NK T Cell Proliferation (GO:0051140),0.0003590421200500319,3/6,0.5,100.49238578680205,1091.0444080855816,IL18;TYK2;JAK2,4062,0.050002461962676645
419,Regulation of Endothelial Cell Chemotaxis (GO:2001026),0.0003803712065266598,4/17,0.23529411764705882,31.06279434850864,334.7923648041761,HSPB1;FGF13;THBS1;FGFR1,4062,0.050002461962676645
419,Regulation of Interleukin-17 Production (GO:0032660),0.00043738297165062427,5/35,0.14285714285714285,16.897435897435898,179.61044178472525,IFNG;IL18;NR1H4;TYK2;JAK2,4062,0.050002461962676645
419,Endoderm Formation (GO:0001706),0.0004867469986323315,5/36,0.1388888888888889,16.351530190239867,171.49530707153963,DUSP2;COL4A2;COL6A1;ITGAV;INHBA,4062,0.050002461962676645
187,Regulation of Tumor Necrosis Factor Production (GO:0032680),1.195138312094483e-08,14/131,0.10687022900763359,12.662531017369728,299.00106479140754,IFNGR1;AZU1;NOD2;IL1A;CLEC7A;OAS3;LGALS9;CD47;EPHB2;S100A9;CD33;TLR3;HAVCR2;LTF,4062,0.050002461962676645
187,Positive Regulation of T Cell Activation (GO:0050870),1.6039649631740132e-08,13/111,0.11711711711711711,13.97609953072138,323.91045676322443,CD274;HLA-DRB5;VCAM1;TYK2;NOD2;CD40LG;CD28;HLA-DRA;CCR7;LGALS9;CD47;IL6ST;B2M,4062,0.050002461962676645
187,Positive Regulation of Tumor Necrosis Factor Production (GO:0032760),6.473716071387409e-08,11/82,0.13414634146341464,16.172516580967287,344.17888204774107,IL1A;IFNGR1;CLEC7A;OAS3;LGALS9;NOD2;AZU1;EPHB2;S100A9;TLR3;HAVCR2,4062,0.050002461962676645
